ie,davis_class_any,davis_class_code,mean_ie_lu_price,med_ie_lu_price,sd_ie_lu_price,count_ie_lu_price
830,alfalfa,1,15496.82,16594.857,2999.4194,4
830,cotton,3,18768.199,19152.617,6623.2886,4
830,fallow,5,650.88965,650.88965,,1
830,grain,7,93082.922,93082.922,94965.609,2
830,tomato,13,8342.0371,8342.0371,,1
831,alfalfa,1,2583.1338,2583.1338,,1
831,cotton,3,22762.324,22762.324,7290.9849,2
831,grain,7,932.60461,932.60461,,1
831,pasture,11,14309.71,14309.71,,1
831,tomato,13,21820.768,21820.768,21086.994,2
833,vineyard,15,22048.41,22048.41,,1
834,alfalfa,1,15837.695,15837.695,13671.442,2
834,grain,7,14417.377,14417.377,2773.4744,2
834,orchard,9,27911.857,27911.857,,1
834,pasture,11,7000.3745,7000.3745,,1
835,alfalfa,1,12404.605,12404.605,,1
835,developed,4,18448.102,18448.102,,1
835,fallow,5,13832.161,13832.161,,1
835,orchard,9,19262.297,22236.734,7298.2832,5
835,vineyard,15,21885.643,22384.449,16073.901,4
836,alfalfa,1,22077.197,17556.152,10960.589,4
836,fallow,5,50952.797,39812.809,36219.953,3
836,grain,7,15765.608,18667.225,10208.177,4
836,orchard,9,22307.576,20796.436,13837.697,8
836,pasture,11,63241.258,52153.445,59695.445,3
836,vineyard,15,32455.09,17162.229,43800.328,12
837,developed,4,18876.23,18876.23,,1
837,fallow,5,23759.188,18526.877,11112.421,3
837,grain,7,44419.641,44419.641,32419.994,2
837,orchard,9,37646.762,37646.762,25897.215,2
837,pasture,11,32027.848,29386.549,15784.439,10
837,vineyard,15,32720.109,23017.904,22423.26,7
838,fallow,5,17956.619,17956.619,,1
838,orchard,9,4976.3564,4976.3564,,1
838,pasture,11,4444.7021,4444.7021,4536.3789,2
839,fallow,5,1750.8645,1750.8645,,1
839,orchard,9,12566.196,12566.196,,1
839,pasture,11,1236.9979,1236.9979,,1
841,fallow,5,7089.21,7089.21,,1
841,orchard,9,15140.678,15140.678,901.98859,2
842,cotton,3,6476.9375,7214.7725,2557.0825,4
842,fallow,5,7373.3994,7373.3994,401.90424,2
842,orchard,9,5217.6455,4508.353,2397.812,3
842,tomato,13,8164.0366,8188.6616,45.312874,3
843,cotton,3,8867.8916,8867.8916,,1
843,tomato,13,2691.7976,2691.7976,,1
844,cotton,3,6705.4263,6705.4263,,1
844,fallow,5,543.62244,543.62244,,1
844,grain,7,4945.1538,4945.1538,,1
845,alfalfa,1,3741.186,3741.186,,1
845,cotton,3,3584.1077,3584.1077,3186.7664,2
845,fallow,5,10959.825,10959.825,,1
846,cotton,3,18509.934,18509.934,13635.907,2
846,fallow,5,22201.906,22201.906,,1
846,orchard,9,17166.035,17166.035,14131.968,2
846,tomato,13,5007.6104,5007.6104,,1
847,cotton,3,28151.977,28151.977,,1
848,alfalfa,1,13736.221,13736.221,5083.0186,2
848,cotton,3,8463.1836,8913.002,7671.1797,3
848,grain,7,15718.101,15718.101,,1
848,orchard,9,13254.634,13254.634,,1
848,pasture,11,12065.508,12065.508,,1
849,alfalfa,1,3765.1807,3765.1807,,1
849,fallow,5,9696.832,9696.832,1786.1421,2
849,orchard,9,12334.383,16263.26,8571.3359,3
849,tomato,13,16269.762,16269.762,,1
850,alfalfa,1,30901.756,10538.586,46588.469,4
850,cotton,3,9791.0273,9791.0273,3.3601382,2
850,grain,7,8919.6836,8919.6836,,1
850,orchard,9,24315.412,20758.146,8842.9658,3
850,vineyard,15,23702.525,23702.525,,1
851,alfalfa,1,2125.7324,2125.7324,,1
851,pasture,11,6.7106371,6.7106371,,1
852,alfalfa,1,777.11572,777.11572,,1
852,orchard,9,15619.028,15619.028,,1
852,pasture,11,3965.2852,2774.1372,2649.2566,3
852,vineyard,15,40955.645,40955.645,65.291367,2
853,orchard,9,60220.781,60220.781,42037.871,2
853,vineyard,15,34382.684,34382.684,,1
854,alfalfa,1,107697.61,107697.61,,1
854,orchard,9,29384.381,25199.867,18061.109,8
854,vineyard,15,16881.379,14817.012,7824.0562,19
855,fallow,5,18441.033,18441.033,121.4014,2
855,orchard,9,12748.2,10476.459,5493.3096,7
855,pasture,11,20613.984,20743.992,749.12549,3
855,vineyard,15,19363.193,20023.287,8616.0586,29
856,alfalfa,1,6279.1206,6279.1206,,1
856,fallow,5,15559.057,16169.41,3970.127,4
856,grain,7,17225.09,17225.09,503.40341,2
856,orchard,9,18196.824,15509.887,9734.333,5
856,pasture,11,11134.369,11676.298,4832.1177,7
856,vineyard,15,19626.189,21854.793,8318.1797,10
857,orchard,9,146591.59,146591.59,,1
857,pasture,11,12629.521,6352.0923,21469.121,7
858,fallow,5,5054.9287,4249.6582,2033.269,3
858,orchard,9,19804.965,19804.965,,1
858,pasture,11,349.68393,349.68393,268.0553,2
859,cotton,3,6119.3076,6468.3135,921.0838,4
859,fallow,5,11167.242,11167.242,3063.3157,2
859,grain,7,9316.6699,9316.6699,11136.205,2
859,tomato,13,6924.3022,6924.3022,2710.6116,2
860,cotton,3,4764.0103,4764.0103,,1
860,fallow,5,8071.1724,8071.1724,2928.8936,2
860,tomato,13,5007.6104,5007.6104,,1
861,fallow,5,6822.1226,4223.0015,6537.5332,7
861,orchard,9,5231.7026,4197.3296,3617.8933,8
861,pasture,11,3887.0588,3887.0588,,1
861,truck crops,14,9998.7783,9998.7783,,1
862,fallow,5,5993.5586,6827.9131,1453.2256,3
862,orchard,9,2147.3542,2147.3542,,1
862,pasture,11,5536.0156,5536.0156,1631.6461,2
862,tomato,13,7004.5352,7004.5352,,1
862,truck crops,14,9998.7783,9998.7783,,1
863,cotton,3,5377.4165,5377.4165,,1
863,fallow,5,8619.8125,8619.8125,,1
863,tomato,13,4483.0566,3899.4387,1943.1644,3
865,orchard,9,8495.5762,6284.0415,6648.5737,4
865,vineyard,15,5000,5000,,1
866,cotton,3,1344.6615,1344.6615,,1
866,orchard,9,7985.1313,4991.8643,6525.4272,4
867,cotton,3,54219.242,54219.242,,1
867,fallow,5,6875,6875,883.88348,2
867,grain,7,22.183092,22.183092,,1
867,tomato,13,2898.585,2898.585,,1
868,fallow,5,7596.0596,7596.0596,,1
868,grain,7,9891.832,9891.832,,1
868,tomato,13,3125.5637,3125.5637,,1
869,alfalfa,1,9613.5439,9613.5439,3795.072,2
869,tomato,13,9023.6367,9023.6367,173.5809,2
870,cotton,3,9788.6514,9788.6514,,1
872,orchard,9,28659.566,28659.566,,1
872,vineyard,15,29949.926,29949.926,,1
873,orchard,9,9111.1914,9111.1914,,1
873,vineyard,15,19889.377,19889.377,,1
874,alfalfa,1,8774.708,8774.708,589.72705,2
874,orchard,9,18351.717,11551.386,11898.344,5
874,vineyard,15,8413.2344,11837.203,6642.73,3
875,orchard,9,15338.381,13367.731,12377.385,5
875,vineyard,15,16786.682,16786.682,12379.983,2
876,orchard,9,18425.916,15818.097,6424.8403,5
876,vineyard,15,25704.832,22112.033,35192.426,61
877,alfalfa,1,14955.25,14955.25,,1
877,orchard,9,33785.117,33785.117,,1
877,pasture,11,23500.504,23500.504,12137.893,2
877,vineyard,15,24772.957,24558.318,8420.374,27
878,fallow,5,14364.045,11268.825,7578.2793,9
878,grain,7,15388.228,15388.228,,1
878,orchard,9,24371.369,27453.807,14392.176,13
878,pasture,11,12765.813,12359.583,2783.7473,5
878,vineyard,15,33653.133,23634.135,32474.502,10
879,pasture,11,7970.3467,7970.3467,5713.5732,2
880,citrus and olives,2,22443.357,22443.357,212.55188,2
880,fallow,5,48714.262,48714.262,,1
880,orchard,9,57806.293,25558.016,74044.797,7
880,pasture,11,24025.131,12010.453,22095.615,9
880,wetland,16,62196.625,62196.625,,1
881,fallow,5,4113.7148,3563.3342,1125.4214,3
881,orchard,9,7953.0327,4457.6104,7895.6577,4
882,cotton,3,6567.3901,6567.3901,,1
882,fallow,5,7002.5332,7002.5332,,1
882,orchard,9,5569.6914,5569.6914,95.54953,2
882,tomato,13,4308.2617,4875.6992,1272.6299,4
882,truck crops,14,5018.8657,5018.8657,,1
882,vineyard,15,11287.412,11287.412,1873.2618,2
883,fallow,5,10.893305,10.893305,,1
883,tomato,13,2398.6047,2398.6047,,1
883,vineyard,15,12612.009,12612.009,,1
884,cotton,3,6831.1421,6831.1421,,1
884,fallow,5,6269.1855,6269.1855,,1
884,orchard,9,14993.98,14993.98,,1
885,grain,7,3714.7102,3714.7102,,1
886,fallow,5,2538.0093,2538.0093,,1
887,fallow,5,31473.271,31473.271,,1
887,native vegetation,8,68074.859,68074.859,,1
887,orchard,9,13707.657,13707.657,8694.5918,2
887,pasture,11,7944.0972,8000,1968.552,11
888,alfalfa,1,7167.5542,7167.5542,,1
889,alfalfa,1,13767.27,13767.27,,1
889,fallow,5,50637.211,50637.211,,1
889,grain,7,12106.757,12106.757,,1
889,orchard,9,20108.305,20108.305,12101.311,2
889,vineyard,15,19169.434,19104.244,8482.3936,27
890,orchard,9,28775.785,27850.699,5098.8364,4
890,pasture,11,5230.5083,5230.5083,,1
890,vineyard,15,24374.438,25110.76,10568.799,88
891,alfalfa,1,23065.123,23065.123,,1
891,orchard,9,24171.162,22542.678,5930.2964,4
891,pasture,11,20298.803,20298.803,,1
891,vineyard,15,26273.77,27031.516,10510.234,30
893,other,10,258547.02,258547.02,,1
894,vineyard,15,98233.273,98233.273,,1
895,pasture,11,99855.18,24448.363,147923.34,8
895,wetland,16,27396.148,27396.148,,1
896,fallow,5,2344.8086,3002.3315,1996.2233,3
896,grain,7,1532.7346,1532.7346,,1
897,cotton,3,6567.3901,6567.3901,,1
897,fallow,5,6584.5342,6584.5342,,1
897,grain,7,5063.7217,5063.7217,,1
897,orchard,9,10962.613,10962.613,,1
898,fallow,5,5651.8838,5651.8838,2661.301,2
899,grain,7,14676.355,14676.355,,1
902,fallow,5,2316.8235,2126.4336,2463.6443,4
902,orchard,9,7055.1016,7055.1016,6429.7173,2
902,vineyard,15,10678.988,10678.988,2575.2988,2
903,fallow,5,6063.3276,5937.5,970.90942,3
904,fallow,5,4845.9873,4235.6836,3713.1411,5
904,grain,7,7034.9844,7034.9844,,1
904,orchard,9,24083.826,24083.826,3583.4487,2
905,fallow,5,511.87897,511.87897,,1
906,cotton,3,7565.3594,7565.3594,4269.7178,2
906,fallow,5,17682.648,17682.648,,1
906,pasture,11,4045.2832,4045.2832,,1
906,truck crops,14,15211.084,15211.084,1434.0394,2
907,cotton,3,6836.0049,4954.0439,3259.7197,3
907,grain,7,3949.7026,3949.7026,,1
907,tomato,13,12085.314,11473.43,1850.8246,3
908,fallow,5,14844.49,14844.49,,1
908,orchard,9,6482.3262,6482.3262,,1
908,pasture,11,4517.0952,4517.0952,1047.0475,2
909,alfalfa,1,11612.24,11612.24,6285.7358,2
909,cotton,3,9380.0635,9380.0635,,1
909,fallow,5,9272.5137,9272.5137,,1
909,grain,7,18520.928,18520.928,23172.246,2
909,orchard,9,5668.2051,5585.8193,232.83427,4
909,vineyard,15,15353.104,20164.627,8972.3291,3
910,alfalfa,1,22927.242,22927.242,13603.885,2
910,cotton,3,14839.545,14839.545,,1
910,fallow,5,29383.754,29440.516,8701.3379,4
910,orchard,9,27641.434,23180.822,20619.566,10
910,vineyard,15,34102.16,25074.875,38443.977,12
911,alfalfa,1,24296.865,20917.836,11499.377,9
911,cotton,3,10003.599,10003.599,,1
911,grain,7,18530.787,18530.787,6916.0234,2
911,orchard,9,11214.346,10426.739,8228.0869,7
911,vineyard,15,24212.197,21404.125,12156.905,31
912,alfalfa,1,14164.949,18130.973,10170.436,3
912,developed,4,21611.322,21611.322,,1
912,fallow,5,48413.621,51986.32,18432.391,4
912,orchard,9,25942.195,25569.02,7286.7866,7
912,pasture,11,22282.111,21137.066,8832.5273,8
912,vineyard,15,24169.357,25122.895,10532.562,19
915,pasture,11,115275.66,115275.66,114962.44,2
916,pasture,11,23507.52,15350.163,25309.096,10
917,fallow,5,3939.1787,3939.1787,,1
917,orchard,9,7645.7441,5764.4966,6335.8936,4
918,cotton,3,39893,39893,,1
918,fallow,5,83712.789,83712.789,84793.602,2
918,orchard,9,26910.318,26910.318,,1
919,fallow,5,3822.55,3494.439,1785.6259,3
920,fallow,5,5854.2207,6096.1602,2081.6675,4
921,alfalfa,1,8805.918,8805.918,4203.9702,2
921,cotton,3,8539.2266,9385.2656,2592.4504,5
921,fallow,5,6334.0293,4313.8213,6455.1108,5
921,grain,7,4456.7036,4456.7036,,1
921,orchard,9,8316.3574,5455.4966,5289.7432,5
921,tomato,13,7897.8022,7897.8022,,1
921,truck crops,14,17250.537,17250.537,,1
922,cotton,3,7398.8994,7398.8994,,1
922,grain,7,9676.6777,9676.6777,202.58817,2
922,orchard,9,15850.633,15850.633,6897.1216,2
923,alfalfa,1,9360.875,9360.875,,1
923,cotton,3,9380.0635,9380.0635,,1
923,fallow,5,42943.207,16810.287,60359.641,4
923,orchard,9,32949.762,32949.762,,1
924,fallow,5,5503.6333,5503.6333,,1
924,grain,7,9046.3057,9046.3057,,1
924,orchard,9,26148.883,26148.883,20309.367,2
924,vineyard,15,13369.503,13369.503,,1
925,alfalfa,1,16743.102,11867.767,12534.128,3
925,developed,4,7337.1978,7337.1978,,1
925,orchard,9,21746.439,21746.439,5015.0581,2
925,vineyard,15,32349.664,32000,12219.923,7
926,alfalfa,1,18141.805,13689.769,16070.46,3
926,grain,7,25824.979,25824.979,,1
926,orchard,9,25256.051,13288.451,19393.59,5
926,vineyard,15,25058.623,15715.621,20003.678,7
927,alfalfa,1,23137.037,17720.465,11157.582,3
927,orchard,9,11201.418,11201.418,1140.8021,2
927,pasture,11,12836.096,12836.096,,1
927,vineyard,15,19596.586,23012.012,8015.5952,6
928,alfalfa,1,17419.496,21227.338,11517.222,5
928,fallow,5,9499.2109,4985.5142,10543.248,5
928,grain,7,17275.16,17275.16,4213.9702,2
928,orchard,9,17268.688,14851.295,7704.4014,8
928,pasture,11,35885.031,18529.004,49582.555,15
928,vineyard,15,24671.123,25476.305,10192.448,27
930,orchard,9,37668.492,37668.492,,1
931,fallow,5,2033491.1,2033491.1,,1
931,orchard,9,44995.91,44995.91,,1
931,tomato,13,50000.004,50000.004,,1
932,alfalfa,1,162092.5,162092.5,,1
932,citrus and olives,2,178683.8,178683.8,16508.977,2
932,pasture,11,42299.891,20609.779,50659.285,5
933,citrus and olives,2,9422.6855,9422.6855,,1
933,orchard,9,25123.602,25123.602,,1
933,pasture,11,12406.619,14332.611,4031.1758,5
934,fallow,5,3419.9602,3419.9602,,1
934,pasture,11,381.98706,381.98706,37.923908,2
935,grain,7,4812.4434,4812.4434,1448.1083,2
935,tomato,13,70.986351,70.986351,,1
936,cotton,3,6679.8623,6679.8623,,1
936,fallow,5,8724.3135,9323.5762,2725.0796,3
936,orchard,9,19062.334,19062.334,,1
936,tomato,13,6341.2227,6341.2227,,1
936,truck crops,14,5295.105,5295.105,,1
937,fallow,5,6466.3926,6466.3926,1013.871,2
938,cotton,3,6163.6123,4601.6602,3217.3818,4
938,orchard,9,3899.4385,3899.4385,,1
938,truck crops,14,7809.917,7809.917,,1
939,alfalfa,1,12731.962,8860.9805,9521.5488,3
939,cotton,3,10465.81,7398.8994,7569.0918,5
939,grain,7,8585.4131,9531.2012,3558.6265,5
939,tomato,13,5574.5557,5574.5557,,1
939,truck crops,14,12414.411,12414.411,7126.1768,2
939,vineyard,15,6435.1963,6435.1963,,1
940,vineyard,15,10495.008,10495.008,,1
941,alfalfa,1,32193.195,32193.195,,1
941,vineyard,15,32001.621,32001.621,,1
943,fallow,5,5168.6899,5168.6899,,1
943,orchard,9,9418.5732,9418.5732,,1
944,grain,7,7072.7959,7072.7959,,1
944,native vegetation,8,6675.7041,6675.7041,,1
944,orchard,9,8049.1045,7009.9595,3847.3452,7
944,tomato,13,5577.6924,5577.6924,447.32135,2
944,vineyard,15,8601.0596,7975.9268,2931.5962,8
945,cotton,3,6679.8623,6679.8623,,1
945,orchard,9,5478.4907,5478.4907,4644.2065,2
945,tomato,13,5261.3887,5261.3887,,1
946,fallow,5,3192.1375,3192.1375,,1
947,alfalfa,1,6076.4658,6076.4658,,1
947,fallow,5,4235.6836,4235.6836,,1
948,cotton,3,8162.4961,7421.0996,4169.0337,4
948,fallow,5,78918.797,16275.982,150359.55,5
948,grain,7,3781.9209,3781.9209,9.2707634,2
948,orchard,9,16101.23,16101.23,3863.2449,2
948,tomato,13,3775.729,3775.729,,1
949,developed,4,16662.793,16662.793,,1
949,orchard,9,15192.981,15192.981,2578.7866,2
949,vineyard,15,12014.523,12014.523,2839.0876,2
951,fallow,5,2701.5344,2701.5344,,1
951,orchard,9,17214.404,17214.404,,1
952,fallow,5,3266.4558,3266.4558,,1
952,grain,7,4334.0557,4334.0557,,1
952,orchard,9,4313.8213,4313.8213,,1
952,tomato,13,5949.3481,5949.3481,,1
952,truck crops,14,2096.356,2096.356,,1
953,fallow,5,2609.0081,2609.0081,2300.4666,2
954,fallow,5,2848.7163,1161.676,2939.0559,3
954,tomato,13,3304.2424,3304.2424,,1
955,alfalfa,1,351053.16,351053.16,,1
955,grain,7,3788.4763,3788.4763,,1
955,orchard,9,19428.719,19428.719,,1
956,orchard,9,14312.987,14312.987,,1
957,fallow,5,7995.7319,7995.7319,,1
957,orchard,9,16316.131,12914.546,8984.0156,4
957,vineyard,15,22081.412,20045.09,6985.7378,3
958,fallow,5,2720.0408,3347.1851,1684.7573,3
958,grain,7,10166.929,10166.929,,1
958,orchard,9,8884.6172,9531.709,7810.6328,3
958,pasture,11,639.55206,639.55206,,1
958,tomato,13,4319.8447,4319.8447,,1
959,fallow,5,4852.4751,4321.2817,1966.8849,3
959,grain,7,3102.7668,3102.7668,,1
959,orchard,9,770.56818,770.56818,,1
959,tomato,13,3558.9023,3558.9023,,1
960,alfalfa,1,11415.295,11415.295,,1
960,cotton,3,5377.1733,5377.1733,,1
960,grain,7,10575.973,10575.973,,1
960,orchard,9,8596.5029,8596.5029,,1
960,tomato,13,8862.4521,8862.4521,,1
961,alfalfa,1,5978.8535,5978.8535,,1
961,cotton,3,7299.771,7299.771,,1
961,fallow,5,9214.3457,1841.8739,15649.97,4
961,grain,7,6112.1704,6112.1704,,1
961,tomato,13,8966.8125,8966.8125,,1
962,alfalfa,1,1885.2317,1885.2317,1959.2491,2
962,cotton,3,7299.771,7299.771,,1
962,fallow,5,3986.5991,4088.1953,1706.5271,3
963,alfalfa,1,10401.009,10401.009,10083.878,2
964,orchard,9,7824.6948,7824.6948,,1
964,vineyard,15,11229.291,11229.291,,1
965,alfalfa,1,9436.5605,9436.5605,,1
965,fallow,5,21744.568,22098.693,11525.264,5
965,orchard,9,14439.287,13303.116,4891.9033,5
965,pasture,11,8755.6104,8755.6104,943.55664,2
965,vineyard,15,18955.508,20000,8180.7661,17
966,alfalfa,1,19054.77,18783.385,3288.9121,5
966,grain,7,15544.117,13789.131,4278.8384,3
966,orchard,9,18071.107,16309.468,7933.543,14
966,pasture,11,19196.504,19196.504,,1
966,vineyard,15,43159.934,19646.654,114194.2,24
966,wetland,16,8735.4873,8735.4873,,1
967,alfalfa,1,93062.32,18416.018,244397.45,11
967,citrus and olives,2,20480.762,20480.762,,1
967,developed,4,180590.75,180590.75,,1
967,fallow,5,23694.279,23694.279,746.15784,2
967,grain,7,25637.813,14075.789,22150.59,3
967,orchard,9,25346.285,18897.004,23252.436,14
967,pasture,11,37867.117,25540.652,28783.553,7
967,vineyard,15,35443.73,24562.412,87537.859,51
968,citrus and olives,2,44684.926,44684.926,,1
968,developed,4,20445.318,24677.359,17380.428,3
968,fallow,5,32146.77,32146.77,2495.301,2
968,orchard,9,64355.59,37193.168,59901.242,3
968,pasture,11,118063.8,47158.215,151645.66,3
968,vineyard,15,31493.449,32168.852,17912.996,9
969,citrus and olives,2,18607.449,18607.449,12986.57,2
969,fallow,5,31977.4,31977.4,,1
969,orchard,9,26590.758,22212.74,9327.8887,7
969,pasture,11,20949.068,21581.242,7992.4526,3
969,vineyard,15,63361.594,31091.406,88256.625,8
970,citrus and olives,2,25265.352,27565.314,10694.351,12
970,developed,4,75861.313,75861.313,,1
970,fallow,5,19135.057,18362.139,3323.2332,4
970,orchard,9,23734.211,24871.889,6694.502,10
970,pasture,11,26537.938,24148.83,10040.44,13
970,vineyard,15,25078.746,25035.445,9884.1777,12
971,alfalfa,1,61175.789,20535.227,71514.289,3
971,citrus and olives,2,44200.922,26381.053,59992.414,14
971,cotton,3,13279.815,13279.815,,1
971,fallow,5,14040.922,14040.922,5089.5068,2
971,grain,7,18104.232,17062.939,7667.6094,3
971,orchard,9,21467.762,18938.246,13645.755,9
971,pasture,11,30649.148,24188.977,20046.172,19
971,vineyard,15,22588.955,22588.955,10660.77,2
972,fallow,5,6614.811,6614.811,,1
972,grain,7,16199.599,16199.599,,1
972,pasture,11,32441.891,19099.531,35024.016,30
973,fallow,5,1578.7449,1348.4375,904.50616,3
973,pasture,11,1889.2471,714.90613,2099.615,3
974,fallow,5,4177.8579,3989.5933,3104.1733,4
974,grain,7,4585.4243,4585.4243,0.44953761,2
974,orchard,9,17630.238,17630.238,,1
974,tomato,13,4313.8213,4313.8213,,1
975,cotton,3,7159.6646,7159.6646,4021.9302,2
975,fallow,5,11882.916,12152.932,8095.7861,4
975,grain,7,13640.42,13640.42,,1
975,tomato,13,3304.2424,3304.2424,,1
976,fallow,5,7596.3032,7596.3032,,1
976,grain,7,6854.2319,6854.2319,1049.4335,2
976,tomato,13,7596.0605,7596.0605,,1
977,fallow,5,15804.602,15804.602,16569.5,2
978,fallow,5,7949.1909,7949.1909,5460.2725,2
978,orchard,9,12.007074,12.007074,,1
978,vineyard,15,13576.24,13576.24,5413.1069,2
979,alfalfa,1,25318.607,25318.607,,1
979,fallow,5,2250.207,2250.207,,1
979,orchard,9,27482.891,27482.891,,1
979,vineyard,15,16834.789,16834.789,8961.4189,2
980,fallow,5,17830.293,15859.982,3694.9307,5
980,grain,7,15918.33,15918.33,,1
980,orchard,9,35620.293,26394.273,26090.564,4
980,pasture,11,14698.572,14698.572,,1
980,vineyard,15,26988.963,26189.766,10671.725,15
981,alfalfa,1,18333.74,18333.74,,1
981,fallow,5,13490.664,14333.955,3672.3052,3
981,orchard,9,24542.111,29692.676,9502.4072,5
981,vineyard,15,19104.223,20000,12026.775,15
982,alfalfa,1,13839.379,12929.097,8507.915,5
982,cotton,3,13817.593,13817.593,18.119612,2
982,orchard,9,18264.18,18264.18,14997.123,2
982,pasture,11,10079.021,10079.021,,1
982,vineyard,15,66747.688,19820.973,316854.59,45
983,alfalfa,1,19784.152,19616.881,6141.4419,4
983,citrus and olives,2,29369.584,29369.584,,1
983,developed,4,225572.69,225572.69,,1
983,fallow,5,23688.938,20480.512,9931.085,4
983,grain,7,11420.17,11420.17,3655.874,2
983,orchard,9,19923.672,22374.83,8189.8696,14
983,pasture,11,16506.512,13134.919,6181.8794,5
983,vineyard,15,69671.906,21948.379,333902.13,50
984,citrus and olives,2,59625.598,27436.703,84581.047,6
984,fallow,5,15803.258,15803.258,3441.8484,2
984,orchard,9,23939.725,27749.514,8622.4971,3
984,pasture,11,14227.701,13744.348,4771.9077,4
984,vineyard,15,23916.154,24693.838,10659.569,18
985,alfalfa,1,11665.282,11665.282,,1
985,citrus and olives,2,15357.379,16384.496,3527.2004,3
985,orchard,9,21453.779,21406.488,10894.949,6
985,pasture,11,16375.682,16495.412,5851.1919,4
985,vineyard,15,20637.133,25546.496,8568.9473,5
986,alfalfa,1,17630.139,17609.406,6811.8252,4
986,citrus and olives,2,32909.941,24700.535,23263.287,8
986,developed,4,26950.615,26950.615,,1
986,fallow,5,24047.234,24933.043,10335.393,3
986,orchard,9,136500.34,17206.713,480288.59,17
986,pasture,11,18652.922,14620.02,10575.651,16
986,vineyard,15,20318.889,16675.635,10752.108,22
987,alfalfa,1,16333.933,15161.308,4769.7314,3
987,citrus and olives,2,23170.162,22371.994,7172.9883,9
987,fallow,5,13253.16,13253.16,1506.9557,2
987,grain,7,14732.556,14732.556,,1
987,native vegetation,8,13480.69,13480.69,,1
987,orchard,9,18352.365,16386.191,7231.0229,6
987,pasture,11,23764.959,25250.49,4321.5986,3
987,vineyard,15,23211.336,22881.172,7589.0122,4
988,alfalfa,1,17711.365,17711.365,7709.5713,2
988,citrus and olives,2,23564.633,23564.633,,1
988,orchard,9,41001.813,31113.514,26362.377,8
988,pasture,11,18316.328,18316.328,7392.7324,2
988,vineyard,15,17624.867,17624.867,14552.328,2
989,alfalfa,1,261529.34,261529.34,,1
989,citrus and olives,2,20336.594,20300.223,7057.3169,13
989,fallow,5,18018.48,18018.48,,1
989,orchard,9,31041.783,24932.232,19548.963,8
989,pasture,11,22704.711,24534.018,3983.3535,9
989,vineyard,15,21193.096,21493.27,11379.657,6
990,citrus and olives,2,24487.793,22697.697,14306.211,14
990,fallow,5,26283.348,26283.348,,1
990,orchard,9,68580.656,34638.59,76555.703,4
990,pasture,11,21141.057,22429.332,7849.8999,13
990,wetland,16,18162.191,18162.191,,1
991,orchard,9,6115.3828,6938.1973,4549.8481,7
991,pasture,11,1157.7471,1157.7471,,1
992,cotton,3,2350.6448,2350.6448,,1
992,fallow,5,8444.3984,4274.4072,10348.76,4
992,grain,7,6862.2852,6281.8315,6507.353,3
992,orchard,9,12463.899,12463.899,,1
992,tomato,13,4584.5913,4584.5913,,1
993,cotton,3,6707.019,6707.019,,1
993,fallow,5,3300.9351,3300.9351,1780.8463,2
993,grain,7,7349.8164,7349.8164,,1
993,tomato,13,5017.1138,5017.1138,,1
994,cotton,3,7816.1895,7816.1895,,1
994,fallow,5,7257.7305,7257.7305,,1
994,tomato,13,3304.2424,3304.2424,,1
995,alfalfa,1,5794.1943,5794.1943,,1
995,cotton,3,10811.223,10811.223,,1
995,fallow,5,4906.4214,4906.4214,,1
995,grain,7,13640.42,13640.42,,1
996,alfalfa,1,6053.3115,5794.1943,4340.8491,7
996,fallow,5,9794.498,7827.958,9842.5664,4
996,grain,7,14047.438,12580.167,5522.5322,5
996,orchard,9,27247.973,26977.762,19154.943,3
997,alfalfa,1,12422.294,12422.294,,1
997,fallow,5,13531.283,13531.283,,1
997,orchard,9,11430.344,8226.4014,7694.5327,5
997,vineyard,15,12889.614,12501.797,6473.9351,5
998,fallow,5,15325.221,15325.221,,1
998,orchard,9,21480.951,19903.557,13304.187,3
998,vineyard,15,22954.906,23474.385,7047.4424,10
999,developed,4,268412.03,268412.03,,1
999,fallow,5,18239.922,15150.879,13572.719,3
999,grain,7,14417.547,14417.547,8950.7451,2
999,orchard,9,21217.977,18368.027,14405.279,7
999,pasture,11,17594.199,17594.199,,1
999,vineyard,15,22300.934,24558.318,8834.5,15
1000,alfalfa,1,19795.73,19795.73,10279.2,2
1000,developed,4,17494.941,17494.941,,1
1000,fallow,5,19547.1,15422.24,14216.37,3
1000,grain,7,9377.873,9377.873,,1
1000,orchard,9,15615.015,13539.126,12978.135,17
1000,pasture,11,13211.076,13211.076,,1
1000,vineyard,15,17636.256,17882.066,8144.4497,16
1001,alfalfa,1,44535.203,25682.063,54665.273,10
1001,citrus and olives,2,28358.895,28358.895,,1
1001,fallow,5,16679.984,11480.159,10023.096,6
1001,grain,7,8708.9131,8708.9131,5457.3931,2
1001,orchard,9,25518.268,19255.26,25602.807,28
1001,pasture,11,16470.455,16419.744,8012.3252,9
1001,vineyard,15,28467.922,22593.654,42887.125,37
1002,fallow,5,24345.744,24345.744,14950.797,2
1002,grain,7,58605.652,58605.652,,1
1002,orchard,9,24091.564,26621.203,7760.0112,7
1002,pasture,11,19850.035,21461.262,14246.129,7
1002,vineyard,15,20392.502,20738.701,6986.9287,12
1003,fallow,5,6453.9624,2768.856,6966.8447,3
1003,grain,7,4678.7998,4678.7998,,1
1003,orchard,9,5638.4053,5638.4053,,1
